id,race_id,driver_id,constructor_id,grid_position,finish_position,position_text,points,laps,status,fastest_lap_time
2153,106,13,161,20,10,10,0.0,69,+2 Laps,
2154,106,135,161,17,11,11,0.0,69,+2 Laps,
2155,106,137,18,21,12,R,0.0,60,Engine,
2156,106,862,91,14,13,R,0.0,48,Transmission,
2157,106,566,212,2,14,R,0.0,41,Hydraulics,
2158,106,17,145,18,15,R,0.0,38,Gearbox,
2159,106,490,145,22,16,R,0.0,25,Gearbox,
2160,106,74,10,15,17,R,0.0,17,Hydraulics,
2161,106,774,93,5,18,D,0.0,14,Disqualified,
2162,106,693,212,3,19,R,0.0,10,Brakes,
2163,106,247,18,19,20,R,0.0,3,Engine,
2164,106,372,135,8,21,R,0.0,1,Transmission,
2165,106,271,93,11,22,R,0.0,,Gearbox,
2166,107,692,73,2,1,1,10.0,78,Finished,
2167,107,53,73,4,2,2,6.0,78,Finished,
2168,107,379,91,6,3,3,4.0,78,Finished,
2169,107,791,15,9,4,4,3.0,78,Finished,
2170,107,182,135,1,5,5,2.0,77,+1 Lap,
2171,107,13,161,11,6,6,1.0,77,+1 Lap,
2172,107,137,18,17,7,7,0.0,77,+1 Lap,
2173,107,787,10,19,8,8,0.0,77,+1 Lap,
2174,107,74,10,20,9,9,0.0,76,+2 Laps,
2175,107,665,172,15,10,10,0.0,73,+5 Laps,
2176,107,693,212,5,11,R,0.0,57,Electrical,
2177,107,490,145,22,12,R,0.0,56,Transmission,
2178,107,17,145,18,13,R,0.0,54,Gearbox,
2179,107,271,93,13,14,R,0.0,49,Accident,
2180,107,247,18,10,15,R,0.0,43,Gearbox,
2181,107,774,93,8,16,R,0.0,30,Hydraulics,
2182,107,135,161,21,17,R,0.0,24,Gearbox,
2183,107,862,91,14,18,R,0.0,18,Hydraulics,
2184,107,372,135,3,19,R,0.0,15,Steering,
2185,107,573,15,12,20,R,0.0,13,Steering,
2186,107,566,212,7,21,R,0.0,2,Spun off,
2187,107,346,172,16,22,R,0.0,,Collision,
2188,108,693,212,2,1,1,10.0,69,Finished,
2189,108,692,73,1,2,2,6.0,69,Finished,
2190,108,372,135,8,3,3,4.0,69,Finished,
2191,108,665,172,7,4,4,3.0,69,Finished,
2192,108,13,161,16,5,5,2.0,69,Finished,
2193,108,862,91,14,6,6,1.0,68,+1 Lap,
2194,108,838,93,12,7,7,0.0,68,+1 Lap,
2195,108,135,161,19,8,8,0.0,68,+1 Lap,
2196,108,490,145,21,9,9,0.0,66,+3 Laps,
2197,108,787,10,13,10,10,0.0,65,Brakes,
2198,108,774,93,4,11,11,0.0,63,Brakes,
2199,108,182,135,3,12,R,0.0,54,Engine,
2200,108,573,15,6,13,R,0.0,38,Brakes,
2201,108,791,15,9,14,R,0.0,34,Halfshaft,
2202,108,74,10,17,15,R,0.0,24,Engine,
2203,108,566,212,10,16,R,0.0,19,Accident,
2204,108,53,73,5,17,R,0.0,19,Spun off,
2205,108,137,18,20,18,R,0.0,17,Oil leak,
2206,108,17,145,22,19,R,0.0,7,Transmission,
2207,108,346,172,11,20,R,0.0,1,Collision,
2208,108,379,91,15,21,R,0.0,1,Collision,
2209,108,247,18,18,22,R,0.0,,Collision,
2210,109,692,73,1,1,1,10.0,67,Finished,
2211,109,566,212,3,2,2,6.0,67,Finished,
2212,109,182,135,5,3,3,4.0,67,Finished,
2213,109,693,212,2,4,4,3.0,67,Finished,
2214,109,53,73,4,5,5,2.0,67,Finished,
2215,109,372,135,6,6,6,1.0,67,Finished,
2216,109,379,91,12,7,7,0.0,67,Finished,
2217,109,862,91,16,8,8,0.0,66,+1 Lap,
2218,109,791,15,11,9,9,0.0,66,+1 Lap,
2219,109,665,172,9,10,10,0.0,66,+1 Lap,
2220,109,247,18,15,11,11,0.0,66,+1 Lap,
2221,109,135,161,17,12,12,0.0,65,+2 Laps,
2222,109,137,18,20,13,13,0.0,65,+2 Laps,
2223,109,17,145,21,14,14,0.0,65,+2 Laps,
2224,109,13,161,14,15,15,0.0,64,Spun off,
2225,109,787,10,19,16,R,0.0,58,Engine,
2226,109,346,172,10,17,R,0.0,54,Driveshaft,
2227,109,271,93,8,18,R,0.0,48,Spun off,
2228,109,774,93,7,19,R,0.0,44,Transmission,
2229,109,74,10,18,20,R,0.0,29,Gearbox,
2230,109,573,15,13,21,R,0.0,23,Electrical,
2231,109,490,145,22,22,R,0.0,7,Electrical,
2232,110,692,73,2,1,1,10.0,72,Finished,
2233,110,693,212,1,2,2,6.0,72,Finished,
2234,110,53,73,8,3,3,4.0,72,Finished,
2235,110,182,135,3,4,4,3.0,72,Finished,
2236,110,774,93,5,5,5,2.0,72,Finished,
2237,110,346,172,9,6,6,1.0,71,+1 Lap,
2238,110,665,172,13,7,7,0.0,71,+1 Lap,
2239,110,271,93,7,8,8,0.0,71,+1 Lap,
2240,110,573,15,11,9,9,0.0,71,+1 Lap,
2241,110,135,161,15,10,10,0.0,71,+1 Lap,
2242,110,247,18,16,11,11,0.0,71,+1 Lap,
2243,110,13,161,19,12,12,0.0,70,+2 Laps,
2244,110,787,10,18,13,13,0.0,70,+2 Laps,
2245,110,862,91,14,14,14,0.0,70,+2 Laps,
2246,110,490,145,22,15,15,0.0,69,+3 Laps,
2247,110,137,18,17,16,16,0.0,68,Fuel pressure,
2248,110,17,145,21,17,17,0.0,65,Engine,
2249,110,379,91,12,18,R,0.0,54,Engine,
2250,110,566,212,6,19,R,0.0,52,Engine,
2251,110,74,10,20,20,R,0.0,17,Engine,
2252,110,791,15,10,21,R,0.0,5,Engine,
2253,110,372,135,4,22,W,0.0,,Gearbox,
2254,111,372,135,2,1,1,10.0,60,Finished,
2255,111,692,73,1,2,2,6.0,60,Finished,
2256,111,53,73,6,3,3,4.0,60,Finished,
2257,111,566,212,8,4,4,3.0,60,Finished,
2258,111,665,172,7,5,5,2.0,59,+1 Lap,
2259,111,346,172,9,6,6,1.0,59,+1 Lap,
2260,111,271,93,5,7,7,0.0,59,+1 Lap,
2261,111,791,15,12,8,8,0.0,59,+1 Lap,
2262,111,379,91,15,9,9,0.0,59,+1 Lap,
2263,111,787,10,17,10,10,0.0,58,+2 Laps,
2264,111,13,161,14,11,11,0.0,58,+2 Laps,
2265,111,862,91,13,12,12,0.0,58,+2 Laps,
2266,111,247,18,19,13,13,0.0,58,+2 Laps,
2267,111,74,10,20,14,14,0.0,58,+2 Laps,
2268,111,137,18,18,15,15,0.0,58,+2 Laps,
2269,111,17,145,21,16,16,0.0,57,+3 Laps,
2270,111,693,212,10,17,R,0.0,36,Engine,
2271,111,135,161,16,18,R,0.0,6,Engine,
2272,111,182,135,3,19,R,0.0,2,Suspension,
2273,111,774,93,4,20,R,0.0,,Collision,
2274,111,573,15,11,21,R,0.0,,Collision,
2275,112,693,212,2,1,1,10.0,45,Finished,
2276,112,53,73,6,2,2,6.0,45,Finished,
2277,112,791,15,12,3,3,4.0,45,Finished,
2278,112,247,18,17,4,4,3.0,45,Finished,
2279,112,137,18,18,5,5,2.0,45,Finished,
2280,112,13,161,14,6,6,1.0,45,Finished,
2281,112,573,15,13,7,7,0.0,45,Finished,
2282,112,74,10,19,8,8,0.0,44,+1 Lap,
2283,112,787,10,20,9,9,0.0,44,+1 Lap,
2284,112,17,145,21,10,10,0.0,44,+1 Lap,
2285,112,774,93,10,11,R,0.0,34,Hydraulics,
2286,112,182,135,5,12,R,0.0,27,Engine,
2287,112,490,145,22,13,R,0.0,26,Gearbox,
2288,112,566,212,1,14,R,0.0,24,Engine,
2289,112,692,73,4,15,R,0.0,23,Fuel pressure,
2290,112,135,161,16,16,R,0.0,23,Spun off,
2291,112,665,172,8,17,R,0.0,16,Halfshaft,
2292,112,379,91,11,18,R,0.0,16,Fuel pressure,
2293,112,372,135,3,19,R,0.0,13,Engine,
2294,112,838,93,15,20,R,0.0,7,Collision,
2295,112,346,172,7,21,R,0.0,,Collision,
2296,112,862,91,9,22,R,0.0,,Collision,
2297,113,692,73,1,1,1,10.0,77,Finished,
2298,113,53,73,3,2,2,6.0,77,Finished,
2299,113,182,135,2,3,3,4.0,77,Finished,
2300,113,693,212,4,4,4,3.0,77,Finished,
2301,113,372,135,6,5,5,2.0,77,Finished,
2302,113,346,172,7,6,6,1.0,76,+1 Lap,
2303,113,665,172,9,7,7,0.0,76,+1 Lap,
2304,113,566,212,8,8,8,0.0,76,+1 Lap,
2305,113,791,15,10,9,9,0.0,75,+2 Laps,
2306,113,13,93,12,10,10,0.0,75,+2 Laps,
2307,113,862,91,13,11,11,0.0,75,+2 Laps,
2308,113,787,10,21,12,12,0.0,74,+3 Laps,
2309,113,247,18,15,13,R,0.0,67,Engine,
2310,113,271,161,16,14,R,0.0,63,Spun off,
2311,113,490,145,22,15,R,0.0,63,Oil pressure,
2312,113,573,15,11,16,R,0.0,58,Electrical,
2313,113,774,93,5,17,R,0.0,53,Hydraulics,
2314,113,17,145,18,18,R,0.0,37,Brakes,
2315,113,137,18,17,19,R,0.0,34,Spun off,
2316,113,74,10,20,20,R,0.0,11,Spun off,
2317,113,135,161,19,21,R,0.0,8,Spun off,
2318,113,379,91,14,22,R,0.0,,Spun off,
2319,114,692,73,3,1,1,10.0,36,Finished,
2320,114,182,135,9,2,2,6.0,36,Finished,
2321,114,247,18,8,3,3,4.0,36,Finished,
2322,114,372,135,7,4,4,3.0,36,Finished,
2323,114,53,73,5,5,5,2.0,36,Finished,
2324,114,13,93,13,6,6,1.0,36,Finished,
2325,114,693,212,2,7,7,0.0,36,Finished,
2326,114,791,15,6,8,8,0.0,36,Finished,
2327,114,271,161,4,9,9,0.0,35,+1 Lap,
2328,114,787,10,19,10,10,0.0,35,+1 Lap,
2329,114,573,15,11,11,11,0.0,35,+1 Lap,
2330,114,74,10,21,12,12,0.0,35,+1 Lap,
2331,114,490,145,22,13,13,0.0,31,+5 Laps,
2332,114,774,93,16,14,R,0.0,31,Engine,
2333,114,137,18,15,15,R,0.0,17,Spun off,
2334,114,566,212,1,16,R,0.0,1,Engine,
2335,114,862,91,10,17,R,0.0,1,Collision,
2336,114,346,172,14,18,R,0.0,,Collision,
2337,114,665,172,12,19,R,0.0,,Transmission,
2338,114,379,91,17,20,R,0.0,,Collision,
2339,114,135,161,18,21,R,0.0,,Collision,
2340,114,17,145,20,22,R,0.0,,Gearbox,
2341,115,566,212,1,1,1,10.0,53,Finished,
2342,115,53,73,2,2,2,6.0,53,Finished,
2343,115,693,212,4,3,3,4.0,53,Finished,
2344,115,692,73,3,4,4,3.0,53,Finished,
2345,115,862,91,10,5,5,2.0,53,Finished,
2346,115,791,15,15,6,6,1.0,53,Finished,
2347,115,665,172,9,7,7,0.0,53,Finished,
2348,115,13,93,16,8,8,0.0,52,+1 Lap,
2349,115,573,15,17,9,9,0.0,52,+1 Lap,
2350,115,247,18,14,10,10,0.0,52,+1 Lap,
2351,115,346,172,8,11,11,0.0,52,+1 Lap,
2352,115,229,161,20,12,12,0.0,52,+1 Lap,
2353,115,17,145,21,13,13,0.0,51,+2 Laps,
2354,115,74,10,18,14,R,0.0,46,Crankshaft,
2355,115,834,145,22,15,R,0.0,44,Spun off,
2356,115,271,161,12,16,R,0.0,28,Gearbox,
2357,115,787,10,19,17,R,0.0,25,Fuel pressure,
2358,115,372,135,7,18,R,0.0,19,Gearbox,
2359,115,379,91,13,19,R,0.0,14,Engine,
2360,115,182,135,6,20,R,0.0,6,Engine,
2361,115,137,18,11,21,R,0.0,4,Engine,
2362,115,774,93,5,22,R,0.0,,Collision,
2363,116,372,135,4,1,1,10.0,73,Finished,
2364,116,692,73,1,2,2,6.0,73,Finished,
2365,116,182,135,7,3,3,4.0,73,Finished,
2366,116,774,93,8,4,4,3.0,73,Finished,
2367,116,379,91,14,5,5,2.0,73,Finished,
2368,116,346,172,6,6,6,1.0,73,Finished,
2369,116,13,93,9,7,7,0.0,72,+1 Lap,
2370,116,247,18,12,8,8,0.0,72,+1 Lap,
2371,116,137,18,10,9,9,0.0,72,+1 Lap,
2372,116,271,161,15,10,10,0.0,72,+1 Lap,
2373,116,573,15,13,11,11,0.0,72,+1 Lap,
2374,116,862,91,16,12,12,0.0,72,+1 Lap,
2375,116,74,10,19,13,13,0.0,72,+1 Lap,
2376,116,229,161,21,14,14,0.0,72,+1 Lap,
2377,116,53,73,5,15,15,0.0,71,Engine,
2378,116,791,15,18,16,R,0.0,45,Suspension,
2379,116,787,10,20,17,R,0.0,44,Engine,
2380,116,566,212,3,18,R,0.0,38,Hydraulics,
2381,116,834,145,22,19,R,0.0,38,Gearbox,
2382,116,693,212,2,20,R,0.0,36,Spun off,
2383,116,17,145,17,21,R,0.0,36,Driveshaft,
2384,116,665,172,11,22,R,0.0,2,Driveshaft,
2385,117,692,73,1,1,1,10.0,53,Finished,
2386,117,566,212,2,2,2,6.0,53,Finished,
2387,117,182,135,7,3,3,4.0,53,Finished,
2388,117,372,135,5,4,4,3.0,53,Finished,
2389,117,53,73,4,5,5,2.0,53,Finished,
2390,117,693,212,3,6,6,1.0,53,Finished,
2391,117,137,18,9,7,7,0.0,53,Finished,
2392,117,774,93,8,8,8,0.0,52,+1 Lap,
2393,117,346,172,10,9,9,0.0,52,+1 Lap,
2394,117,791,15,14,10,10,0.0,52,+1 Lap,
2395,117,17,145,18,11,11,0.0,52,+1 Lap,
2396,117,271,161,15,12,12,0.0,52,+1 Lap,
2397,117,573,15,17,13,13,0.0,51,+2 Laps,
2398,117,74,10,20,14,14,0.0,51,+2 Laps,
2399,117,787,10,21,15,15,0.0,51,+2 Laps,
2400,117,834,145,22,16,16,0.0,50,+3 Laps,
2401,117,247,18,6,17,17,0.0,47,Gearbox,
2402,117,862,91,16,18,R,0.0,45,Oil leak,
2403,117,229,161,19,19,R,0.0,42,Brakes,
2404,117,379,91,13,20,R,0.0,24,Fuel rig,
2405,117,665,172,12,21,R,0.0,5,Collision,
2406,117,13,93,11,22,R,0.0,5,Collision,
2407,118,692,73,2,1,1,10.0,58,Finished,
2408,118,566,212,6,2,2,6.0,58,Finished,
2409,118,665,135,5,3,3,4.0,58,Finished,
2410,118,379,91,19,4,4,3.0,57,+1 Lap,
2411,118,806,145,18,5,5,2.0,56,+2 Laps,
2412,118,670,201,14,6,6,1.0,56,+2 Laps,
2413,118,834,145,21,7,7,0.0,55,+3 Laps,
2414,118,862,91,20,8,8,0.0,53,+5 Laps,
2415,118,182,135,4,9,R,0.0,33,Gearbox,
2416,118,791,15,13,10,R,0.0,27,Broken wing,
2417,118,271,10,15,11,D,0.0,16,Disqualified,
2418,118,74,10,17,12,D,0.0,15,Disqualified,
2419,118,675,93,22,13,R,0.0,12,Electrical,
2420,118,774,170,7,14,R,0.0,8,Spun off,
2421,118,53,73,1,15,R,0.0,,Collision,
2422,118,693,212,3,16,R,0.0,,Collision,
2423,118,247,93,8,17,R,0.0,,Collision,
2424,118,496,172,9,18,R,0.0,,Collision,
2425,118,346,172,10,19,R,0.0,,Collision,
2426,118,137,170,11,20,R,0.0,,Collision,
2427,118,573,15,12,21,R,0.0,,Collision,
2428,118,509,201,16,22,R,0.0,,Collision,
2429,119,693,212,4,1,1,10.0,56,Finished,
2430,119,566,212,2,2,2,6.0,56,Finished,
2431,119,692,73,1,3,3,4.0,56,Finished,
2432,119,137,170,8,4,4,3.0,56,Finished,
2433,119,346,172,7,5,5,2.0,55,+1 Lap,
2434,119,496,172,14,6,6,1.0,55,+1 Lap,
2435,119,509,201,19,7,7,0.0,55,+1 Lap,
2436,119,791,15,13,8,8,0.0,55,+1 Lap,
2437,119,675,93,15,9,9,0.0,54,+2 Laps,
2438,119,862,91,17,10,10,0.0,54,+2 Laps,
2439,119,271,10,11,11,11,0.0,54,+2 Laps,
2440,119,670,201,10,12,12,0.0,53,+3 Laps,
2441,119,247,93,9,13,13,0.0,53,+3 Laps,
2442,119,53,73,3,14,R,0.0,39,Engine,
2443,119,806,145,21,15,R,0.0,34,Electrical,
2444,119,379,91,20,16,R,0.0,30,Hydraulics,
2445,119,834,145,22,17,R,0.0,29,Gearbox,
2446,119,665,135,5,18,R,0.0,24,Engine,
2447,119,74,10,16,19,R,0.0,20,Fuel,
2448,119,182,135,6,20,R,0.0,15,Engine,
2449,119,573,15,18,21,R,0.0,9,Clutch,
2450,119,774,170,12,22,R,0.0,9,Overheating,
2451,120,692,73,2,1,1,10.0,71,Finished,
2452,120,693,212,3,2,2,6.0,71,Finished,
2453,120,182,135,4,3,3,4.0,71,Finished,
2454,120,137,170,7,4,4,3.0,71,Finished,
2455,120,566,212,1,5,5,2.0,71,Finished,
2456,120,670,201,10,6,6,1.0,70,+1 Lap,
2457,120,379,91,13,7,7,0.0,70,+1 Lap,
2458,120,862,91,11,8,8,0.0,70,+1 Lap,
2459,120,675,93,19,9,9,0.0,69,+2 Laps,
2460,120,791,15,15,10,10,0.0,68,Engine,
2461,120,806,145,20,11,11,0.0,68,+3 Laps,
2462,120,665,135,5,12,12,0.0,67,Wheel rim,
2463,120,834,145,22,13,13,0.0,67,+4 Laps,
2464,120,346,172,9,14,R,0.0,61,Brakes,
2465,120,774,170,6,15,R,0.0,60,Engine,
2466,120,496,172,12,16,R,0.0,41,Collision,
2467,120,509,201,16,17,R,0.0,40,Spun off,
2468,120,573,15,17,18,R,0.0,25,Gearbox,
2469,120,271,10,18,19,R,0.0,25,Suspension,
2470,120,74,10,21,20,R,0.0,19,Suspension,
2471,120,53,73,8,21,R,0.0,16,Hydraulics,
2472,120,247,93,14,22,R,0.0,6,Engine,
2473,121,692,73,1,1,1,10.0,62,Finished,
2474,121,53,73,2,2,2,6.0,62,Finished,
2475,121,693,212,3,3,3,4.0,62,Finished,
2476,121,566,212,4,4,4,3.0,62,Finished,
2477,121,137,170,9,5,5,2.0,62,Finished,
2478,121,182,135,6,6,6,1.0,61,+1 Lap,
2479,121,791,15,10,7,7,0.0,61,+1 Lap,
2480,121,496,172,11,8,8,0.0,61,+1 Lap,
2481,121,774,170,8,9,9,0.0,61,+1 Lap,
2482,121,346,172,7,10,10,0.0,61,+1 Lap,
2483,121,806,145,19,11,11,0.0,60,+2 Laps,
2484,121,74,10,20,12,R,0.0,50,Power loss,
2485,121,379,91,18,13,R,0.0,45,Driveshaft,
2486,121,665,135,5,14,R,0.0,44,Exhaust,
2487,121,573,15,12,15,R,0.0,44,Throttle,
2488,121,862,91,22,16,R,0.0,30,Driveshaft,
2489,121,670,201,16,17,R,0.0,26,Gearbox,
2490,121,271,10,13,18,R,0.0,25,Power loss,
2491,121,247,93,15,19,R,0.0,19,Hydraulics,
2492,121,675,93,14,20,R,0.0,5,Gearbox,
2493,121,509,201,17,21,R,0.0,,Electrical,
2494,122,692,73,1,1,1,10.0,65,Finished,
2495,122,566,212,4,2,2,6.0,65,Finished,
2496,122,182,135,7,3,3,4.0,65,Finished,
2497,122,346,172,8,4,4,3.0,65,Finished,
2498,122,496,172,11,5,5,2.0,65,Finished,
2499,122,271,10,10,6,6,1.0,65,Finished,
2500,122,791,15,15,7,7,0.0,64,+1 Lap,
2501,122,509,201,19,8,8,0.0,64,+1 Lap,
2502,122,670,201,17,9,9,0.0,64,+1 Lap,
2503,122,774,170,9,10,10,0.0,63,Engine,
2504,122,693,212,3,11,11,0.0,63,Engine,
2505,122,137,170,6,12,12,0.0,60,Hydraulics,
2506,122,573,15,13,13,R,0.0,43,Exhaust,
2507,122,379,91,22,14,R,0.0,41,Hydraulics,
2508,122,74,10,14,15,R,0.0,40,Hydraulics,
2509,122,675,93,18,16,R,0.0,10,Spun off,
2510,122,247,93,12,17,R,0.0,5,Hydraulics,
2511,122,665,135,5,18,R,0.0,4,Rear wing,
2512,122,862,91,16,19,R,0.0,2,Spun off,
2513,122,53,73,2,20,W,0.0,,Gearbox,
2514,122,806,145,20,21,W,0.0,,Safety,
2515,122,834,145,21,22,W,0.0,,Safety,
2516,123,692,73,3,1,1,10.0,71,Finished,
2517,123,53,73,1,2,2,6.0,71,Finished,
2518,123,566,212,4,3,3,4.0,71,Finished,
2519,123,693,212,2,4,4,3.0,71,Finished,
2520,123,247,93,15,5,5,2.0,71,Finished,
2521,123,182,135,8,6,6,1.0,71,Finished,
2522,123,137,170,13,7,7,0.0,71,Finished,
2523,123,670,201,10,8,8,0.0,71,Finished,
2524,123,509,201,14,9,9,0.0,71,Finished,
2525,123,791,15,17,10,10,0.0,70,+1 Lap,
2526,123,271,10,11,11,11,0.0,69,+2 Laps,
2527,123,806,145,21,12,12,0.0,69,+2 Laps,
2528,123,774,170,16,13,R,0.0,44,Fuel pressure,
2529,123,834,145,22,14,R,0.0,42,Engine,
2530,123,379,91,20,15,R,0.0,38,Hydraulics,
2531,123,346,172,5,16,R,0.0,27,Collision,
2532,123,675,93,18,17,R,0.0,26,Collision,
2533,123,573,15,9,18,R,0.0,22,Engine,
2534,123,496,172,7,19,R,0.0,7,Suspension,
2535,123,665,135,6,20,R,0.0,5,Engine,
2536,123,74,10,12,21,R,0.0,2,Collision,
2537,123,862,91,19,22,R,0.0,,Throttle,
2538,124,182,135,2,1,1,10.0,78,Finished,
2539,124,692,73,3,2,2,6.0,78,Finished,
2540,124,693,212,4,3,3,4.0,78,Finished,
2541,124,774,170,7,4,4,3.0,77,+1 Lap,
2542,124,247,93,11,5,5,2.0,77,+1 Lap,
2543,124,271,10,12,6,6,1.0,77,+1 Lap,
2544,124,53,73,5,7,7,0.0,77,+1 Lap,
2545,124,346,172,15,8,8,0.0,76,+2 Laps,
2546,124,379,91,19,9,9,0.0,76,+2 Laps,
2547,124,862,91,17,10,10,0.0,76,+2 Laps,
2548,124,806,145,20,11,11,0.0,76,+2 Laps,
2549,124,74,10,21,12,12,0.0,76,+2 Laps,
2550,124,670,201,9,13,R,0.0,69,Brakes,
2551,124,496,172,13,14,R,0.0,63,Accident,
2552,124,573,15,18,15,R,0.0,51,Collision,
2553,124,137,170,8,16,R,0.0,51,Collision,
2554,124,566,212,1,17,R,0.0,46,Engine,
2555,124,791,15,14,18,R,0.0,44,Mechanical,
2556,124,665,135,6,19,R,0.0,41,Collision,
2557,124,834,145,22,20,R,0.0,29,Accident,
2558,124,675,93,16,21,R,0.0,22,Spun off,
2559,124,509,201,10,22,R,0.0,15,Accident,
2560,125,692,73,2,1,1,10.0,70,Finished,
2561,125,182,135,8,2,2,6.0,70,Finished,
2562,125,53,73,3,3,3,4.0,70,Finished,
2563,125,665,135,5,4,4,3.0,70,Finished,
2564,125,247,93,6,5,5,2.0,70,Finished,
2565,125,774,170,10,6,6,1.0,70,Finished,
2566,125,693,212,4,7,7,0.0,70,Engine,
2567,125,573,15,11,8,8,0.0,69,+1 Lap,
2568,125,496,172,12,9,9,0.0,69,+1 Lap,
2569,125,675,93,15,10,10,0.0,69,+1 Lap,
2570,125,806,145,21,11,11,0.0,69,+1 Lap,
2571,125,346,172,7,12,12,0.0,69,+1 Lap,
2572,125,271,10,19,13,13,0.0,69,+1 Lap,
2573,125,834,145,22,14,14,0.0,68,+2 Laps,
2574,125,137,170,13,15,15,0.0,65,Gearbox,
2575,125,566,212,1,16,R,0.0,56,Engine,
2576,125,509,201,20,17,R,0.0,45,Spun off,
2577,125,379,91,14,18,R,0.0,41,Overheating,
2578,125,670,201,18,19,R,0.0,41,Brakes,
2579,125,862,91,16,20,R,0.0,29,Gearbox,
2580,125,74,10,17,21,R,0.0,16,Suspension,
2581,125,791,15,9,22,R,0.0,8,Oil pressure,
2582,126,53,73,4,1,1,10.0,60,Finished,
2583,126,692,73,3,2,2,6.0,60,Finished,
2584,126,665,135,6,3,3,4.0,60,Finished,
2585,126,693,212,2,4,4,3.0,60,Finished,
2586,126,137,170,8,5,5,2.0,60,Finished,
2587,126,496,172,11,6,6,1.0,59,+1 Lap,
2588,126,346,172,9,7,7,0.0,59,+1 Lap,
2589,126,774,170,7,8,8,0.0,59,+1 Lap,
2590,126,573,15,12,9,9,0.0,59,+1 Lap,
2591,126,862,91,16,10,10,0.0,59,+1 Lap,
2592,126,74,10,21,11,11,0.0,59,+1 Lap,
2593,126,791,15,19,12,12,0.0,59,+1 Lap,
2594,126,271,10,15,13,13,0.0,59,+1 Lap,
2595,126,509,201,13,14,14,0.0,59,+1 Lap,
2596,126,806,145,20,15,15,0.0,58,+2 Laps,
2597,126,675,93,14,16,16,0.0,58,+2 Laps,
2598,126,670,201,10,17,R,0.0,51,Gearbox,
2599,126,834,145,22,18,R,0.0,48,Hydraulics,
2600,126,379,91,17,19,R,0.0,41,Hydraulics,
2601,126,566,212,1,20,R,0.0,27,Collision,
2602,126,182,135,5,21,R,0.0,27,Collision,
2603,126,247,93,18,22,R,0.0,26,Accident,
2604,127,692,73,3,1,1,10.0,60,Finished,
2605,127,53,73,2,2,2,6.0,60,Finished,
2606,127,566,212,1,3,3,4.0,60,Finished,
2607,127,791,15,9,4,4,3.0,59,+1 Lap,
2608,127,573,15,13,5,5,2.0,59,+1 Lap,
2609,127,346,172,10,6,6,1.0,59,+1 Lap,
2610,127,247,93,17,7,7,0.0,59,+1 Lap,
2611,127,693,212,4,8,8,0.0,59,+1 Lap,
2612,127,496,172,11,9,9,0.0,59,+1 Lap,
2613,127,182,135,6,10,10,0.0,58,+2 Laps,
2614,127,862,91,21,11,11,0.0,58,+2 Laps,
2615,127,137,170,12,12,12,0.0,54,Wheel,
2616,127,675,93,14,13,R,0.0,50,Engine,
2617,127,665,135,5,14,R,0.0,44,Engine,
2618,127,774,170,7,15,R,0.0,29,Electronics,
2619,127,74,10,18,16,R,0.0,28,Driveshaft,
2620,127,379,91,19,17,R,0.0,23,Spun off,
2621,127,271,10,16,18,R,0.0,20,Engine,
2622,127,670,201,8,19,R,0.0,15,Drivetrain,
2623,127,806,145,20,20,R,0.0,9,Clutch,
2624,127,509,201,15,21,R,0.0,,Clutch,
2625,128,692,73,2,1,1,10.0,72,Finished,
2626,128,665,135,4,2,2,6.0,72,Finished,
2627,128,182,135,6,3,3,4.0,72,Finished,
2628,128,566,212,1,4,4,3.0,72,Finished,
2629,128,693,212,5,5,5,2.0,72,Finished,
2630,128,137,170,7,6,6,1.0,71,+1 Lap,
2631,128,346,172,10,7,7,0.0,71,+1 Lap,
2632,128,806,145,18,8,8,0.0,71,+1 Lap,
2633,128,862,91,15,9,9,0.0,70,+2 Laps,
2634,128,834,145,19,10,10,0.0,68,+4 Laps,
2635,128,509,201,17,11,11,0.0,65,Engine,
2636,128,379,91,9,12,R,0.0,52,Rear wing,
2637,128,774,170,8,13,R,0.0,49,Engine,
2638,128,496,172,12,14,R,0.0,48,Mechanical,
2639,128,670,201,16,15,R,0.0,48,Engine,
2640,128,791,15,13,16,R,0.0,35,Engine,
2641,128,573,15,11,17,R,0.0,29,Accident,
2642,128,675,93,14,18,R,0.0,23,Spun off,
2643,128,53,73,3,19,W,0.0,,Ignition,
2644,128,247,93,,22,R,0.0,,Injury,
2645,129,692,73,1,1,1,10.0,67,Finished,
2646,129,566,212,4,2,2,6.0,67,Finished,
2647,129,693,212,2,3,3,4.0,67,Finished,
2648,129,53,73,3,4,4,3.0,67,Finished,
2649,129,182,135,9,5,5,2.0,66,+1 Lap,
2650,129,346,172,10,6,6,1.0,66,+1 Lap,
2651,129,496,172,14,7,7,0.0,66,+1 Lap,
2652,129,675,93,12,8,8,0.0,66,+1 Lap,
2653,129,670,201,19,9,9,0.0,66,+1 Lap,
2654,129,247,93,6,10,R,0.0,59,Engine,
2655,129,665,135,5,11,R,0.0,59,Spun off,
2656,129,379,91,16,12,R,0.0,57,Brakes,
2657,129,74,10,18,13,R,0.0,48,Engine,
2658,129,573,15,7,14,R,0.0,39,Engine,
2659,129,774,170,8,15,R,0.0,36,Spun off,
2660,129,791,15,11,16,R,0.0,27,Gearbox,
2661,129,137,170,13,17,R,0.0,24,Engine,
2662,129,509,201,17,18,R,0.0,23,Engine,
