id,race_id,driver_id,constructor_id,grid_position,finish_position,position_text,points,laps,status,fastest_lap_time
1,1,101,140,1,1,1,25.0,71,Finished,1:07.657
2,1,441,73,7,2,2,18.0,71,Finished,1:07.901
3,1,556,135,3,3,3,16.0,71,Finished,1:07.475
4,1,331,140,5,4,4,12.0,71,Finished,1:07.712
5,1,668,135,8,5,5,10.0,71,Finished,1:07.974
6,1,618,163,6,6,6,8.0,71,Finished,1:08.305
7,1,286,5,12,7,7,6.0,71,Finished,1:09.025
8,1,562,170,14,8,8,4.0,71,Finished,1:08.932
9,1,298,4,18,9,9,2.0,71,Finished,1:08.796
10,1,789,73,11,10,10,1.0,71,Finished,1:08.623
11,1,435,212,20,11,11,0.0,71,Finished,1:09.662
12,1,421,5,13,12,12,0.0,69,Suspension,1:09.135
13,1,11,169,4,13,13,0.0,67,Electronics,1:08.432
14,1,665,4,19,14,R,0.0,53,Wheel,1:09.031
15,1,659,212,17,15,R,0.0,49,Fuel pressure,1:09.317
16,1,315,83,15,16,R,0.0,49,Brakes,1:10.228
17,1,480,83,16,17,R,0.0,24,Brakes,1:10.720
18,1,735,163,9,18,R,0.0,20,Engine,1:10.326
19,1,638,170,10,19,R,0.0,17,Overheating,1:10.610
20,1,788,169,2,20,R,0.0,11,Electronics,1:09.351
21,2,331,140,1,1,1,25.0,71,Finished,1:06.719
22,2,101,140,4,2,2,18.0,71,Finished,1:07.534
23,2,788,169,2,3,3,15.0,71,Finished,1:06.145
24,2,11,169,6,4,4,12.0,71,Finished,1:07.299
25,2,556,135,9,5,5,10.0,71,Finished,1:07.193
26,2,618,163,17,6,6,8.0,71,Finished,1:07.188
27,2,735,163,12,7,7,6.0,71,Finished,1:07.833
28,2,638,170,8,8,8,4.0,71,Finished,1:07.832
29,2,668,135,3,9,9,3.0,70,+1 Lap,1:05.619
30,2,421,5,13,10,10,1.0,70,+1 Lap,1:08.378
31,2,665,4,16,11,11,0.0,70,+1 Lap,1:08.382
32,2,480,83,15,12,12,0.0,70,+1 Lap,1:08.009
33,2,315,83,,13,13,0.0,70,+1 Lap,1:08.047
34,2,298,4,19,14,14,0.0,70,+1 Lap,1:08.512
35,2,286,5,7,15,15,0.0,70,+1 Lap,1:07.827
36,2,659,212,11,16,16,0.0,69,+2 Laps,1:08.601
37,2,435,212,18,17,17,0.0,69,+2 Laps,1:08.806
38,2,562,170,5,18,R,0.0,25,Overheating,1:09.321
39,2,441,73,14,19,R,0.0,4,Collision damage,1:35.379
40,2,789,73,10,20,R,0.0,1,Collision damage,
41,3,331,140,1,1,1,26.0,70,Finished,1:16.627
42,3,788,169,7,2,2,18.0,70,Finished,1:19.184
43,3,101,140,2,3,3,15.0,70,Finished,1:17.665
44,3,735,163,3,4,4,12.0,70,Finished,1:18.973
45,3,11,169,13,5,5,10.0,70,Finished,1:19.440
46,3,789,73,5,6,6,8.0,69,+1 Lap,1:20.363
47,3,618,163,4,7,7,6.0,69,+1 Lap,1:20.090
48,3,638,170,11,8,8,4.0,69,+1 Lap,1:19.532
49,3,668,135,9,9,9,2.0,69,+1 Lap,1:20.477
50,3,480,83,,10,10,1.0,69,+1 Lap,1:19.457
51,3,441,73,6,11,11,0.0,69,+1 Lap,1:20.821
52,3,421,5,17,12,12,0.0,69,+1 Lap,1:20.946
53,3,556,135,8,13,13,0.0,69,+1 Lap,1:19.945
54,3,562,170,14,14,14,0.0,69,+1 Lap,1:20.261
55,3,665,4,20,15,15,0.0,69,+1 Lap,1:20.889
56,3,315,83,,16,16,0.0,69,+1 Lap,1:20.232
57,3,298,4,19,17,17,0.0,69,+1 Lap,1:20.096
58,3,659,212,12,18,18,0.0,69,+1 Lap,1:19.984
59,3,435,212,15,19,19,0.0,65,+5 Laps,1:21.198
60,3,286,5,10,20,R,0.0,15,Engine,1:23.939
61,4,331,140,1,1,1,25.0,52,Finished,1:29.238
62,4,788,169,3,2,2,19.0,52,Finished,1:27.097
63,4,441,73,4,3,3,15.0,52,Finished,1:29.813
64,4,638,170,8,4,4,12.0,52,Finished,1:29.482
65,4,556,135,5,5,5,10.0,52,Finished,1:30.058
66,4,562,170,9,6,6,8.0,52,Finished,1:29.491
67,4,286,5,11,7,7,6.0,52,Finished,1:29.603
68,4,11,169,12,8,8,4.0,52,Finished,1:28.689
69,4,735,163,6,9,9,2.0,52,Finished,1:30.475
70,4,789,73,10,10,10,1.0,52,Finished,1:30.537
71,4,101,140,2,11,11,0.0,52,Finished,1:29.265
72,4,659,212,20,12,12,0.0,52,Finished,1:30.862
73,4,668,135,7,13,13,0.0,52,Finished,1:29.948
74,4,298,4,15,14,14,0.0,52,Finished,1:30.977
75,4,435,212,18,15,15,0.0,52,Finished,1:30.501
76,4,315,83,17,16,16,0.0,52,Finished,1:29.782
77,4,665,4,16,17,17,0.0,51,+1 Lap,1:29.973
78,4,421,5,19,18,R,0.0,11,Accident,1:32.443
79,4,480,83,14,19,R,0.0,1,Collision,
80,4,373,163,13,20,W,0.0,,Power Unit,
81,5,788,169,4,1,1,25.0,52,Finished,1:29.465
82,5,331,140,2,2,2,19.0,52,Finished,1:28.451
83,5,101,140,1,3,3,15.0,52,Finished,1:29.765
84,5,441,73,8,4,4,12.0,52,Finished,1:30.552
85,5,11,169,9,5,5,10.0,52,Finished,1:29.477
86,5,735,163,6,6,6,8.0,52,Finished,1:30.877
87,5,373,163,3,7,7,6.0,52,Finished,1:30.087
88,5,562,170,14,8,8,4.0,52,Finished,1:30.575
89,5,556,135,10,9,9,2.0,52,Finished,1:30.698
90,5,421,5,16,10,10,1.0,52,Finished,1:30.738
91,5,286,5,7,11,11,0.0,52,Finished,1:30.092
92,5,789,73,11,12,12,0.0,52,Finished,1:30.785
93,5,668,135,12,13,13,0.0,52,Finished,1:30.556
94,5,638,170,5,14,14,0.0,51,+1 Lap,1:31.168
95,5,665,4,20,15,15,0.0,51,+1 Lap,1:31.756
96,5,315,83,13,16,16,0.0,51,+1 Lap,1:30.793
97,5,298,4,19,17,17,0.0,51,+1 Lap,1:31.826
98,5,659,212,15,18,18,0.0,51,+1 Lap,1:31.408
99,5,435,212,18,19,19,0.0,51,+1 Lap,1:29.950
100,5,480,83,17,20,R,0.0,43,Retired,1:31.830
101,6,331,140,1,1,1,25.0,66,Finished,1:19.822
102,6,788,169,3,2,2,18.0,66,Finished,1:21.477
103,6,101,140,2,3,3,16.0,66,Finished,1:18.183
104,6,735,163,5,4,4,12.0,65,+1 Lap,1:22.024
105,6,618,163,4,5,5,10.0,65,+1 Lap,1:22.515
106,6,668,135,7,6,6,8.0,65,+1 Lap,1:21.771
107,6,789,73,11,7,7,6.0,65,+1 Lap,1:22.707
108,6,11,169,6,8,8,4.0,65,+1 Lap,1:22.194
109,6,286,5,10,9,9,2.0,65,+1 Lap,1:22.543
110,6,556,135,8,10,10,1.0,65,+1 Lap,1:22.392
111,6,638,170,13,11,11,0.0,65,+1 Lap,1:22.464
112,6,421,5,12,12,12,0.0,65,+1 Lap,1:22.336
113,6,562,170,15,13,13,0.0,65,+1 Lap,1:22.174
114,6,665,4,14,14,14,0.0,65,+1 Lap,1:21.888
115,6,480,83,16,15,15,0.0,65,+1 Lap,1:23.474
116,6,298,4,20,16,16,0.0,65,+1 Lap,1:21.801
117,6,659,212,18,17,17,0.0,65,+1 Lap,1:22.503
118,6,435,212,19,18,18,0.0,64,+2 Laps,1:22.030
119,6,315,83,17,19,19,0.0,64,+2 Laps,1:20.409
120,6,441,73,9,20,R,0.0,38,Electronics,1:23.968
121,7,331,140,1,1,1,25.0,44,Finished,1:47.758
122,7,101,140,2,2,2,18.0,44,Finished,1:47.983
123,7,788,169,3,3,3,15.0,44,Finished,1:48.305
124,7,638,170,4,4,4,13.0,44,Finished,1:47.483
125,7,562,170,6,5,5,10.0,44,Finished,1:48.540
126,7,11,169,5,6,6,8.0,44,Finished,1:48.736
127,7,556,135,10,7,7,6.0,44,Finished,1:48.552
128,7,286,5,12,8,8,4.0,44,Finished,1:47.839
129,7,735,163,9,9,9,2.0,44,Finished,1:49.136
130,7,618,163,8,10,10,1.0,44,Finished,1:48.389
131,7,421,5,11,11,11,0.0,44,Finished,1:49.832
132,7,665,4,16,12,12,0.0,44,Finished,1:49.822
133,7,789,73,14,13,13,0.0,44,Finished,1:49.958
134,7,441,73,13,14,14,0.0,44,Finished,1:47.840
135,7,315,83,17,15,15,0.0,44,Finished,1:50.018
136,7,435,212,19,16,16,0.0,44,Finished,1:48.048
137,7,480,83,20,17,17,0.0,44,Finished,1:48.083
138,7,298,4,18,18,R,0.0,9,Accident,1:51.793
139,7,659,212,15,19,R,0.0,9,Debris,1:51.754
140,7,668,135,7,20,W,0.0,,Exhaust,
141,8,286,5,10,1,1,25.0,53,Finished,1:24.037
142,8,668,135,3,2,2,18.0,53,Finished,1:23.882
143,8,735,163,8,3,3,15.0,53,Finished,1:23.897
144,8,556,135,6,4,4,12.0,53,Finished,1:24.232
145,8,101,140,2,5,5,10.0,53,Finished,1:23.961
146,8,638,170,7,6,6,8.0,53,Finished,1:23.898
147,8,331,140,1,7,7,7.0,53,Finished,1:22.746
148,8,562,170,12,8,8,4.0,53,Finished,1:24.490
149,8,421,5,11,9,9,2.0,53,Finished,1:24.479
150,8,618,163,4,10,10,1.0,53,Finished,1:24.336
151,8,435,212,20,11,11,0.0,53,Finished,1:24.999
152,8,315,83,16,12,12,0.0,53,Finished,1:24.785
153,8,665,4,14,13,13,0.0,53,Finished,1:24.835
154,8,659,212,19,14,14,0.0,53,Finished,1:24.421
155,8,11,169,9,15,15,0.0,53,Finished,1:24.926
156,8,298,4,18,16,16,0.0,53,Finished,1:24.856
157,8,788,169,5,17,R,0.0,30,Power Unit,1:25.539
158,8,441,73,13,18,R,0.0,23,Accident,1:26.026
159,8,480,83,15,19,R,0.0,17,Power Unit,1:25.787
160,8,789,73,17,20,R,0.0,6,Brakes,1:27.107
161,9,331,140,1,1,1,26.0,59,Finished,1:18.833
162,9,101,140,2,2,2,18.0,59,Finished,1:19.432
163,9,11,169,4,3,3,15.0,59,Finished,1:20.039
164,9,638,170,8,4,4,12.0,59,Finished,1:20.426
165,9,618,163,7,5,5,10.0,59,Finished,1:20.632
166,9,556,135,11,6,6,8.0,59,Finished,1:21.198
167,9,421,5,12,7,7,6.0,59,Finished,1:21.458
168,9,441,73,5,8,8,4.0,59,Finished,1:21.229
169,9,665,4,13,9,9,2.0,59,Finished,1:21.164
170,9,789,73,14,10,10,1.0,59,Finished,1:21.202
171,9,659,212,18,11,11,0.0,59,Finished,1:21.645
172,9,315,83,15,12,12,0.0,59,Finished,1:22.263
173,9,735,163,6,13,R,0.0,42,Puncture,1:22.068
174,9,562,170,10,14,R,0.0,7,Brakes,2:11.793
175,9,435,212,19,15,R,0.0,6,Collision,2:11.365
176,9,480,83,20,16,R,0.0,5,Collision,2:13.812
177,9,298,4,17,17,R,0.0,5,Collision,2:13.809
178,9,668,135,9,18,R,0.0,5,Collision,2:14.103
179,9,788,169,3,19,R,0.0,,Collision,
180,9,286,5,16,20,R,0.0,,Collision,
181,10,101,140,3,1,1,26.0,53,Finished,1:37.030
182,10,788,169,2,2,2,18.0,53,Finished,1:37.332
183,10,331,140,1,3,3,15.0,53,Finished,1:38.075
184,10,618,163,4,4,4,12.0,53,Finished,1:38.141
185,10,638,170,5,5,5,10.0,53,Finished,1:37.886
186,10,441,73,10,6,6,8.0,53,Finished,1:39.053
187,10,562,170,7,7,7,6.0,53,Finished,1:39.216
188,10,421,5,11,8,8,4.0,53,Finished,1:39.133
189,10,286,5,9,9,9,2.0,53,Finished,1:37.231
190,10,11,169,15,10,10,1.0,53,Finished,1:38.377
191,10,298,4,17,11,11,0.0,52,+1 Lap,1:39.766
192,10,480,83,18,12,12,0.0,52,+1 Lap,1:40.380
193,10,789,73,14,13,13,0.0,52,+1 Lap,1:39.588
194,10,665,4,19,14,14,0.0,52,+1 Lap,1:38.858
195,10,556,135,8,15,15,0.0,52,+1 Lap,1:37.377
196,10,435,212,20,16,16,0.0,52,+1 Lap,1:41.044
197,10,315,83,16,17,17,0.0,52,+1 Lap,1:39.614
198,10,659,212,13,18,18,0.0,52,+1 Lap,1:37.352
199,10,668,135,6,19,R,0.0,,Accident,
200,10,735,163,12,20,R,0.0,,Collision,
201,11,331,140,2,1,1,25.0,60,Finished,1:28.145
202,11,788,169,3,2,2,19.0,60,Finished,1:28.139
203,11,638,170,6,3,3,15.0,60,Finished,1:29.584
204,11,618,163,9,4,4,12.0,60,Finished,1:29.700
205,11,668,135,10,5,5,10.0,60,Finished,1:30.129
206,11,286,5,12,6,6,8.0,60,Finished,1:30.110
207,11,441,73,4,7,7,6.0,60,Finished,1:30.712
208,11,373,163,20,8,8,4.0,60,Finished,1:30.733
209,11,315,83,16,9,9,2.0,60,Finished,1:31.562
210,11,298,4,14,10,10,1.0,60,Finished,1:30.909
211,11,789,73,11,11,11,0.0,60,Finished,1:30.408
212,11,665,4,19,12,12,0.0,60,Finished,1:30.512
213,11,480,83,15,13,13,0.0,60,Finished,1:30.456
214,11,435,212,18,14,14,0.0,60,Finished,1:31.377
215,11,421,5,13,15,15,0.0,60,Finished,1:32.214
216,11,556,135,8,16,R,0.0,42,Power Unit,1:32.328
217,11,11,169,5,17,R,0.0,23,Radiator,1:32.330
218,11,562,170,7,18,R,0.0,22,Gearbox,1:33.189
219,11,101,140,1,19,R,0.0,18,Power Unit,1:31.884
220,11,659,212,17,20,R,0.0,12,Collision,1:34.526
221,12,331,140,1,1,1,26.0,66,Finished,1:18.750
222,12,101,140,2,2,2,18.0,66,Finished,1:19.345
223,12,788,169,3,3,3,15.0,66,Finished,1:19.854
224,12,441,73,4,4,4,12.0,66,Finished,1:20.408
225,12,286,5,9,5,5,10.0,65,+1 Lap,1:20.551
226,12,668,135,7,6,6,8.0,65,+1 Lap,1:20.268
227,12,618,163,5,7,7,6.0,65,+1 Lap,1:20.802
228,12,562,170,11,8,8,4.0,65,+1 Lap,1:20.859
229,12,638,170,10,9,9,2.0,65,+1 Lap,1:20.906
230,12,789,73,15,10,10,1.0,65,+1 Lap,1:20.731
231,12,665,4,16,11,11,0.0,65,+1 Lap,1:21.058
232,12,11,169,6,12,12,0.0,65,+1 Lap,1:19.890
233,12,556,135,8,13,13,0.0,65,+1 Lap,1:19.360
234,12,659,212,14,14,14,0.0,65,+1 Lap,1:20.882
235,12,298,4,17,15,15,0.0,65,+1 Lap,1:21.893
236,12,480,83,19,16,16,0.0,65,+1 Lap,1:21.460
237,12,315,83,18,17,17,0.0,65,+1 Lap,1:21.664
238,12,435,212,20,18,18,0.0,64,+2 Laps,1:21.859
239,12,421,5,13,19,19,0.0,64,+2 Laps,1:20.449
240,12,735,163,12,20,R,0.0,51,Collision damage,1:21.694
241,13,331,140,2,1,1,26.0,63,Finished,1:15.484
242,13,101,140,1,2,2,18.0,63,Finished,1:15.902
243,13,638,170,5,3,3,15.0,63,Finished,1:17.552
244,13,421,5,8,4,4,12.0,63,Finished,1:17.666
245,13,441,73,7,5,5,10.0,63,Finished,1:18.173
246,13,618,163,11,6,6,8.0,63,Finished,1:18.084
247,13,668,135,10,7,7,6.0,63,Finished,1:18.118
248,13,556,135,9,8,8,4.0,63,Finished,1:18.069
249,13,665,4,18,9,9,2.0,63,Finished,1:18.088
250,13,298,4,20,10,10,1.0,63,Finished,1:18.794
251,13,435,212,19,11,11,0.0,63,Finished,1:18.719
252,13,789,73,14,12,12,0.0,63,Finished,1:17.767
253,13,735,163,15,13,13,0.0,63,Finished,1:18.360
254,13,315,83,16,14,14,0.0,63,Finished,1:18.822
255,13,11,169,6,15,15,0.0,63,Finished,1:16.177
256,13,659,212,13,16,R,0.0,51,Accident,1:18.811
257,13,788,169,3,17,R,0.0,50,Puncture,1:17.637
258,13,480,83,17,18,R,0.0,47,Illness,1:19.273
259,13,562,170,12,19,R,0.0,27,Gearbox,1:19.606
260,13,286,5,4,20,R,0.0,8,Water pressure,1:20.403
261,14,331,140,6,1,1,25.0,58,Finished,1:39.413
262,14,618,163,3,2,2,18.0,58,Finished,1:40.392
263,14,789,73,11,3,3,15.0,58,Finished,1:39.662
264,14,441,73,12,4,4,12.0,58,Finished,1:39.961
265,14,668,135,15,5,5,10.0,58,Finished,1:38.754
266,14,788,169,2,6,6,8.0,58,Finished,1:38.431
267,14,11,169,4,7,7,6.0,58,Finished,1:39.099
268,14,556,135,14,8,8,5.0,58,Finished,1:36.806
269,14,735,163,1,9,9,2.0,58,Finished,1:39.921
270,14,638,170,5,10,10,1.0,58,Finished,1:40.677
271,14,562,170,7,11,11,0.0,57,+1 Lap,1:41.006
272,14,421,5,16,12,12,0.0,57,+1 Lap,1:41.019
273,14,286,5,19,13,13,0.0,57,+1 Lap,1:39.586
274,14,101,140,9,14,14,0.0,57,+1 Lap,1:38.193
275,14,665,4,8,15,15,0.0,57,+1 Lap,1:39.743
276,14,659,212,,16,16,0.0,57,+1 Lap,1:40.814
277,14,480,83,13,17,17,0.0,55,Withdrew,1:40.948
278,14,315,83,17,18,R,0.0,49,Collision damage,1:43.281
279,14,435,212,,19,R,0.0,39,Collision damage,1:43.495
280,14,298,4,10,20,R,0.0,11,Gearbox,1:51.122
281,15,331,140,1,1,1,25.0,57,Finished,1:32.864
282,15,788,169,3,2,2,19.0,57,Finished,1:32.014
283,15,11,169,4,3,3,15.0,57,Finished,1:33.684
284,15,556,135,9,4,4,12.0,57,Finished,1:33.588
285,15,668,135,15,5,5,10.0,57,Finished,1:33.411
286,15,286,5,8,6,6,8.0,57,Finished,1:34.817
287,15,638,170,6,7,7,6.0,57,Finished,1:32.827
288,15,101,140,2,8,8,4.0,57,Finished,1:33.352
289,15,562,170,7,9,9,2.0,57,Finished,1:34.354
290,15,441,73,12,10,10,1.0,56,+1 Lap,1:33.625
291,15,421,5,10,11,11,0.0,56,+1 Lap,1:34.141
292,15,659,212,14,12,12,0.0,56,+1 Lap,1:35.042
293,15,789,73,11,13,13,0.0,56,+1 Lap,1:33.861
294,15,435,212,20,14,14,0.0,56,+1 Lap,1:34.591
295,15,665,4,17,15,15,0.0,56,+1 Lap,1:33.573
296,15,298,4,16,16,16,0.0,56,+1 Lap,1:34.536
297,15,480,83,18,17,17,0.0,56,+1 Lap,1:35.241
298,15,618,163,5,18,18,0.0,53,Engine,1:33.629
299,15,735,163,13,19,R,0.0,2,Collision,
300,15,315,83,19,20,R,0.0,,Collision,
301,16,618,163,5,1,1,25.0,87,Finished,56.789
302,16,562,170,11,2,2,18.0,87,Finished,57.350
303,16,735,163,10,3,3,15.0,87,Finished,57.388
304,16,668,135,8,4,4,12.0,87,Finished,57.165
305,16,638,170,7,5,5,10.0,87,Finished,56.979
306,16,11,169,12,6,6,8.0,87,Finished,57.056
307,16,421,5,6,7,7,6.0,87,Finished,57.001
308,16,101,140,1,8,8,4.0,87,Finished,56.563
309,16,659,140,2,9,9,3.0,87,Finished,55.404
310,16,556,135,19,10,10,1.0,87,Finished,57.270
311,16,286,5,9,11,11,0.0,87,Finished,57.220
312,16,789,73,13,12,12,0.0,87,Finished,56.905
313,16,298,4,14,13,13,0.0,87,Finished,56.887
314,16,665,4,18,14,14,0.0,87,Finished,57.375
315,16,480,83,15,15,15,0.0,87,Finished,57.516
316,16,9,212,17,16,16,0.0,87,Finished,57.392
317,16,252,83,20,17,17,0.0,87,Finished,57.742
318,16,435,212,16,18,R,0.0,52,Engine,58.206
319,16,788,169,3,19,R,0.0,,Accident,
320,16,441,73,4,20,R,0.0,,Collision,
321,17,788,169,1,1,1,25.0,55,Finished,1:40.958
322,17,101,140,2,2,2,18.0,55,Finished,1:41.131
323,17,331,140,3,3,3,15.0,55,Finished,1:41.420
324,17,11,169,5,4,4,12.0,55,Finished,1:41.227
325,17,556,135,4,5,5,10.0,55,Finished,1:41.964
326,17,668,135,6,6,6,8.0,55,Finished,1:41.947
327,17,638,170,11,7,7,7.0,55,Finished,1:40.926
328,17,286,5,9,8,8,4.0,55,Finished,1:42.474
329,17,562,170,10,9,9,2.0,55,Finished,1:42.894
330,17,735,163,8,10,10,1.0,55,Finished,1:41.866
331,17,421,5,7,11,11,0.0,54,+1 Lap,1:42.704
332,17,665,4,15,12,12,0.0,54,+1 Lap,1:42.148
333,17,441,73,12,13,13,0.0,54,+1 Lap,1:41.908
334,17,789,73,13,14,14,0.0,54,+1 Lap,1:41.475
335,17,659,212,16,15,15,0.0,54,+1 Lap,1:43.328
336,17,298,4,14,16,16,0.0,54,+1 Lap,1:41.675
337,17,435,212,18,17,17,0.0,54,+1 Lap,1:42.497
338,17,480,83,20,18,18,0.0,54,+1 Lap,1:41.999
339,17,252,83,17,19,19,0.0,53,+2 Laps,1:41.707
340,17,618,163,19,20,R,0.0,8,Transmission,1:43.263
341,18,331,140,2,1,1,25.0,56,Finished,1:34.015
342,18,788,169,1,2,2,18.0,56,Finished,1:33.228
343,18,101,140,3,3,3,16.0,56,Finished,1:32.090
344,18,556,135,7,4,4,12.0,56,Finished,1:34.396
345,18,618,169,,5,5,10.0,56,Finished,1:33.970
346,18,441,73,4,6,6,8.0,56,Finished,1:34.988
347,18,638,135,6,7,7,6.0,56,Finished,1:34.932
348,18,668,73,8,8,8,4.0,56,Finished,1:34.509
349,18,775,5,13,9,9,2.0,56,Finished,1:34.761
350,18,735,12,10,10,10,1.0,56,Finished,1:34.865
351,18,665,4,14,11,11,0.0,56,Finished,1:35.192
352,18,298,4,12,12,12,0.0,55,+1 Lap,1:35.122
353,18,562,6,16,13,13,0.0,55,+1 Lap,1:35.250
354,18,659,212,15,14,14,0.0,55,+1 Lap,1:35.036
355,18,789,12,20,15,15,0.0,55,+1 Lap,1:35.566
356,18,694,83,18,16,16,0.0,55,+1 Lap,1:36.134
357,18,286,5,5,17,17,0.0,52,Retired,1:34.090
358,18,435,212,17,18,18,0.0,51,Retired,1:36.602
359,18,17,6,9,19,R,0.0,32,Brakes,1:36.063
360,18,499,83,19,20,R,0.0,,Accident,
361,19,788,169,3,1,1,25.0,63,Finished,1:17.524
362,19,331,140,1,2,2,19.0,63,Finished,1:16.702
363,19,556,135,7,3,3,15.0,63,Finished,1:18.259
364,19,441,73,4,4,4,12.0,63,Finished,1:18.379
365,19,668,73,11,5,5,10.0,63,Finished,1:18.490
366,19,638,135,6,6,6,8.0,63,Finished,1:19.341
367,19,286,5,5,7,7,6.0,63,Finished,1:18.994
368,19,735,12,10,8,8,4.0,63,Finished,1:18.782
369,19,562,6,9,9,9,2.0,63,Finished,1:19.422
370,19,17,6,15,10,10,1.0,63,Finished,1:19.417
371,19,618,169,2,11,11,0.0,63,Finished,1:19.396
372,19,775,5,20,12,12,0.0,63,Finished,1:18.334
373,19,665,4,16,13,13,0.0,63,Finished,1:18.353
374,19,298,4,17,14,14,0.0,62,+1 Lap,1:19.470
375,19,789,12,,15,15,0.0,61,Gearbox,1:19.074
376,19,694,83,18,16,16,0.0,61,+2 Laps,1:19.193
377,19,499,83,19,17,17,0.0,61,+2 Laps,1:20.402
378,19,101,140,8,18,R,0.0,30,Collision,1:28.485
379,19,659,212,12,19,R,0.0,30,Collision,1:26.543
380,19,435,212,14,20,R,0.0,,Collision,
381,20,331,140,2,1,1,25.0,66,Finished,1:20.933
382,20,788,169,3,2,2,18.0,66,Finished,1:20.695
383,20,101,140,1,3,3,16.0,66,Finished,1:19.865
384,20,618,169,4,4,4,12.0,66,Finished,1:20.643
385,20,556,135,7,5,5,10.0,66,Finished,1:21.696
386,20,441,73,8,6,6,8.0,66,Finished,1:21.496
387,20,562,6,6,7,7,6.0,66,Finished,1:21.886
388,20,17,6,13,8,8,4.0,66,Finished,1:21.032
389,20,638,135,16,9,9,2.0,66,Finished,1:21.987
390,20,286,5,9,10,10,1.0,66,Finished,1:22.014
391,20,668,73,5,11,11,0.0,66,Finished,1:22.325
392,20,298,4,12,12,12,0.0,65,+1 Lap,1:22.167
393,20,789,12,10,13,13,0.0,65,+1 Lap,1:22.416
394,20,735,12,17,14,14,0.0,65,+1 Lap,1:21.970
395,20,775,5,14,15,15,0.0,65,+1 Lap,1:22.058
396,20,659,212,11,16,16,0.0,65,+1 Lap,1:22.654
397,20,694,83,19,17,17,0.0,64,+2 Laps,1:22.755
398,20,435,212,18,18,18,0.0,64,+2 Laps,1:23.155
399,20,499,83,20,19,19,0.0,64,+2 Laps,1:23.641
400,20,665,4,15,20,R,0.0,1,Collision damage,
401,21,331,140,1,1,1,25.0,66,Finished,1:20.665
402,21,788,169,2,2,2,19.0,66,Finished,1:18.149
403,21,101,140,3,3,3,15.0,66,Finished,1:19.430
404,21,441,73,4,4,4,12.0,66,Finished,1:20.459
405,21,618,169,8,5,5,10.0,66,Finished,1:19.483
406,21,638,135,7,6,6,8.0,66,Finished,1:21.853
407,21,668,73,6,7,7,6.0,66,Finished,1:21.568
408,21,556,135,9,8,8,4.0,65,+1 Lap,1:21.279
409,21,562,6,5,9,9,2.0,65,+1 Lap,1:23.311
410,21,286,5,12,10,10,1.0,65,+1 Lap,1:21.375
411,21,735,12,11,11,11,0.0,65,+1 Lap,1:22.607
412,21,665,4,17,12,12,0.0,65,+1 Lap,1:22.868
413,21,789,12,13,13,13,0.0,65,+1 Lap,1:22.820
414,21,659,212,15,14,14,0.0,65,+1 Lap,1:23.208
415,21,298,4,14,15,15,0.0,65,+1 Lap,1:22.802
416,21,435,212,19,16,16,0.0,65,+1 Lap,1:22.905
417,21,17,6,10,17,17,0.0,65,+1 Lap,1:21.182
418,21,694,83,18,18,18,0.0,64,+2 Laps,1:22.637
419,21,499,83,20,19,19,0.0,64,+2 Laps,1:24.040
420,21,775,5,16,20,R,0.0,6,Electrical,1:24.825
421,22,788,169,2,1,1,25.0,78,Finished,1:14.649
422,22,668,73,4,2,2,18.0,78,Finished,1:14.621
423,22,556,135,5,3,3,15.0,78,Finished,1:14.670
424,22,618,169,9,4,4,12.0,78,Finished,1:14.552
425,22,789,12,8,5,5,10.0,78,Finished,1:15.316
426,22,286,5,6,6,6,8.0,78,Finished,1:15.412
427,22,331,140,7,7,7,7.0,78,Finished,1:12.909
428,22,735,12,13,8,8,4.0,77,+1 Lap,1:14.674
429,22,562,6,11,9,9,2.0,77,+1 Lap,1:15.316
430,22,298,4,10,10,10,1.0,77,+1 Lap,1:15.331
431,22,665,4,14,11,11,0.0,77,+1 Lap,1:14.971
432,22,638,135,12,12,12,0.0,77,+1 Lap,1:14.578
433,22,17,6,17,13,13,0.0,77,+1 Lap,1:15.026
434,22,659,212,15,14,14,0.0,77,+1 Lap,1:15.539
435,22,435,212,18,15,15,0.0,77,+1 Lap,1:15.573
436,22,775,5,16,16,16,0.0,77,+1 Lap,1:14.037
437,22,499,83,19,17,17,0.0,75,+3 Laps,1:16.866
438,22,694,83,20,18,18,0.0,75,+3 Laps,1:16.425
439,22,101,140,3,19,R,0.0,29,Wheel nut,1:15.706
440,22,441,73,1,20,W,0.0,,Driveshaft,
441,23,618,169,6,1,1,25.0,51,Finished,1:44.687
442,23,789,12,11,2,2,18.0,51,Finished,1:44.890
443,23,286,5,4,3,3,15.0,51,Finished,1:45.220
444,23,441,73,1,4,4,12.0,51,Finished,1:45.382
445,23,556,135,9,5,5,10.0,51,Finished,1:45.326
446,23,17,6,8,6,6,8.0,51,Finished,1:45.624
447,23,775,5,7,7,7,6.0,51,Finished,1:44.939
448,23,668,73,5,8,8,4.0,51,Finished,1:45.700
449,23,638,135,13,9,9,2.0,51,Finished,1:45.713
450,23,665,4,14,10,10,1.0,51,Finished,1:45.601
451,23,298,4,20,11,11,0.0,51,Finished,1:45.575
452,23,101,140,10,12,12,0.0,51,Finished,1:45.665
453,23,694,83,17,13,13,0.0,51,Finished,1:47.624
454,23,499,83,18,14,14,0.0,51,Finished,1:47.747
